291,211,99,129
294,224,83,112
286,197,93,117
269,194,96,126
275,194,91,127
279,170,108,121
281,170,105,118
272,187,99,130
276,170,106,129
276,167,108,127
277,174,107,127
290,210,99,129
276,166,108,127
270,192,96,132
272,186,98,133
282,160,109,122
277,166,109,125
298,214,89,126
266,185,103,133
284,213,102,119
280,162,108,122
307,224,74,113
281,212,102,118
297,214,89,125
275,196,85,127
268,188,100,134
278,174,107,124
286,203,93,115
272,181,102,130
307,224,74,113
311,227,73,112
284,164,103,118
277,166,108,126
284,164,103,118
282,165,102,118
268,189,99,133
310,227,73,112
285,196,94,117
284,208,98,119
267,186,102,136
268,190,99,132
276,167,108,127
274,195,91,127
268,190,100,131
274,170,106,122
277,173,101,123
284,164,103,118
283,164,98,123
272,187,97,132
269,192,96,127
269,194,96,127
291,211,100,129
267,183,103,137
276,167,108,127
309,228,73,111
268,190,100,131
278,174,104,123
275,194,91,127
274,170,105,122
269,191,95,132
275,170,105,122
273,192,95,124
296,225,82,111
282,160,107,122
276,173,109,127
267,193,98,127
273,178,103,131
295,225,83,111
267,184,103,136
269,190,96,133
267,184,103,136
276,189,96,126
289,199,91,118
285,184,94,121
280,161,107,121
268,189,101,133
311,227,73,112
278,174,103,123
308,224,75,113
269,194,96,126
283,162,99,122
268,189,102,133
281,160,107,122
274,170,105,122
275,196,86,128
299,222,85,118
272,179,103,131
308,224,75,113
284,204,96,117
277,176,105,127
283,162,99,123
298,220,87,119
272,187,97,132
283,160,109,121
294,215,93,118
273,192,97,128
267,187,102,135
309,228,74,111
268,193,97,127
297,218,88,120
290,210,100,129
273,193,97,127
280,178,108,125
274,170,105,122
283,160,109,122
269,189,101,133
270,192,94,127
276,170,106,129
278,174,105,123
294,217,94,116
273,192,95,124
276,166,108,127
291,210,100,130
275,170,104,122
269,192,96,127
274,193,94,127
273,192,95,124
269,190,96,133
288,199,91,118
272,180,103,130
283,163,98,123
267,184,103,136
281,169,105,118
275,170,109,128
268,193,97,127
275,196,85,128
272,193,98,127
284,203,96,117
274,170,107,122
294,217,93,116
296,213,90,126
283,207,99,119
269,192,96,127
277,170,104,128
297,217,89,121
272,188,98,130
272,189,97,129
281,161,107,121
298,221,86,119
282,160,107,122
275,196,85,127
269,192,96,127
275,196,85,127
273,192,95,124
275,191,94,127
270,188,100,134
272,179,104,130
278,175,106,127
275,168,107,123
295,225,82,111
277,170,103,127
281,169,105,118
268,189,101,133
272,187,99,130
294,216,93,117
269,194,96,127
277,170,104,128
267,184,103,137
286,189,91,119
268,193,97,127
270,189,99,134
284,204,96,117
271,182,101,131
266,185,103,133
272,185,98,134
267,191,100,129
275,194,91,127
284,213,103,119
294,215,93,118
270,189,100,133
